time/iterations,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,train/n_updates,train/clip_range,train/value_loss,train/approx_kl,train/policy_gradient_loss,rollout/ep_rew_mean,train/loss,train/clip_fraction,train/explained_variance,train/learning_rate,train/entropy_loss
2103,1076736,37,28930,820.6,21020,0.2,3496.191915893555,0.0,-9.039446013048291e-07,1759.15,1362.7294921875,0.0,0.0,1e-06,-1.9382235288619996
2104,1077248,37,28944,816.62,21030,0.2,7894.560693359375,0.0,-4.008994437754154e-07,1760.88,3869.461181640625,0.0,-1.1920928955078125e-07,1e-06,-1.9382222279906274
2105,1077760,37,28957,819.0,21040,0.2,6301.676818847656,0.0,-3.616325557231903e-07,1770.03,3379.0595703125,0.0,0.0,1e-06,-1.9382219031453132
2106,1078272,37,28972,782.09,21050,0.2,5536.1349609375,0.0,-9.147159289568663e-07,1750.79,2929.781494140625,0.0,-1.1920928955078125e-07,1e-06,-1.9382209688425065
2107,1078784,37,28988,782.09,21060,0.2,4799.750823974609,0.0,-1.7345650121569633e-06,1750.79,2495.95654296875,0.0,0.0,1e-06,-1.9382196053862573
2108,1079296,37,29005,780.01,21070,0.2,5089.813800048828,0.0,-4.738220013678074e-07,1755.95,2975.43310546875,0.0,-1.1920928955078125e-07,1e-06,-1.9382183328270912
2109,1079808,37,29022,780.01,21080,0.2,5019.956503295898,0.0,-5.806388799101114e-07,1755.95,2114.923828125,0.0,-1.1920928955078125e-07,1e-06,-1.9382171258330345
2110,1080320,37,29037,780.01,21090,0.2,32.599208784103396,1.1641532e-08,-1.2845703167840838e-05,1755.95,16.15052032470703,0.0,0.0,1e-06,-1.9382075399160386
2111,1080832,37,29053,780.01,21100,0.2,356.13009986877444,4.807953e-07,-5.639732116833329e-05,1755.95,155.88389587402344,0.0,0.0,1e-06,-1.9381664723157883
2112,1081344,37,29066,787.91,21110,0.2,62.00980095863342,7.043127e-08,-3.394873929210007e-05,1748.27,29.086299896240234,0.0,-1.1920928955078125e-07,1e-06,-1.9381054058670997
2113,1081856,37,29080,787.91,21120,0.2,6548.196551513672,0.0,-8.952920325100422e-07,1748.27,3886.59375,0.0,0.0,1e-06,-1.9380933061242103
2114,1082368,37,29093,787.91,21130,0.2,2736.0202056884764,0.0,-5.100504495203495e-07,1748.27,1092.8748779296875,0.0,-1.1920928955078125e-07,1e-06,-1.9380922794342041
2115,1082880,37,29107,798.0,21140,0.2,1296.8072494506837,0.0,-2.549553755670786e-06,1758.0,751.848388671875,0.0,0.0,1e-06,-1.9380917146801948
2116,1083392,37,29121,798.0,21150,0.2,2371.0897720336916,0.0,-1.1328840628266334e-06,1758.0,921.40087890625,0.0,1.7881393432617188e-07,1e-06,-1.9380924850702286
2117,1083904,37,29134,802.34,21160,0.2,1376.3055179595947,0.0,-4.235224332660437e-06,1761.98,482.9582214355469,0.0,0.0,1e-06,-1.9380890712141992
2118,1084416,37,29148,802.34,21170,0.2,3767.078790283203,0.0,-1.4284159988164902e-06,1761.98,1930.332763671875,0.0,-1.1920928955078125e-07,1e-06,-1.9380841866135596
2119,1084928,37,29162,800.47,21180,0.2,4330.325622558594,0.0,-1.9173661712557077e-06,1758.65,2311.928466796875,0.0,0.0,1e-06,-1.9380817234516143
2120,1085440,37,29175,806.66,21190,0.2,2473.2635723114013,0.0,-2.591888187453151e-06,1767.18,851.61376953125,0.0,0.0,1e-06,-1.9380784824490547
2121,1085952,37,29189,806.66,21200,0.2,5311.313949584961,0.0,-7.002148777246475e-07,1767.18,2791.85400390625,0.0,1.1920928955078125e-07,1e-06,-1.9380754336714745
2122,1086464,37,29203,805.56,21210,0.2,1149.1665214538575,0.0,-2.39825458265841e-06,1765.37,581.388916015625,0.0,5.960464477539063e-08,1e-06,-1.9380727216601372
2123,1086976,37,29216,805.56,21220,0.2,2248.4929916381834,0.0,-3.112258855253458e-06,1765.37,939.8226318359375,0.0,-1.1920928955078125e-07,1e-06,-1.9380689918994904
2124,1087488,37,29230,805.56,21230,0.2,1421.6251403808594,0.0,-4.135951166972518e-06,1765.37,469.6407470703125,0.0,1.1920928955078125e-07,1e-06,-1.9380672067403792
2125,1088000,37,29244,805.56,21240,0.2,345.29395961761475,5.5506825e-07,-7.368121296167374e-05,1765.37,203.47337341308594,0.0,-1.1920928955078125e-07,1e-06,-1.9380304932594299
2126,1088512,37,29257,812.41,21250,0.2,2788.3093978881834,7.450581e-09,6.267160642892122e-07,1759.33,1376.671142578125,0.0,0.0,1e-06,-1.9379776045680046
2127,1089024,37,29274,812.41,21260,0.2,6055.021405029297,0.0,-4.761503078043461e-07,1759.33,3550.09375,0.0,1.1920928955078125e-07,1e-06,-1.937975960969925
2128,1089536,37,29290,812.41,21270,0.2,3748.5155548095704,0.0,-3.1139934435486795e-07,1759.33,1879.3465576171875,0.0,0.0,1e-06,-1.9379757225513459
2129,1090048,37,29305,819.38,21280,0.2,57.50592169761658,6.6356733e-09,-1.2720968516077847e-05,1764.08,28.808565139770508,0.0,0.0,1e-06,-1.937968710064888
2130,1090560,37,29318,821.89,21290,0.2,4111.364636230469,0.0,-1.7242447938770055e-06,1768.59,2644.240966796875,0.0,2.384185791015625e-07,1e-06,-1.9379578933119774
2131,1091072,37,29332,818.44,21300,0.2,4032.8762603759765,0.0,-8.300761692225933e-07,1759.44,2426.1123046875,0.0,5.960464477539063e-08,1e-06,-1.9379559248685836
2132,1091584,37,29345,825.28,21310,0.2,2944.2251220703124,0.0,-1.5533063560724258e-06,1777.13,1274.3946533203125,0.0,-1.1920928955078125e-07,1e-06,-1.9379540890455247
2133,1092096,37,29359,825.28,21320,0.2,5229.223129272461,0.0,-4.036584869027138e-07,1777.13,2803.27978515625,0.0,0.0,1e-06,-1.937952782213688
2134,1092608,37,29372,825.28,21330,0.2,1281.5658638000489,0.0,-1.1544907465577126e-06,1777.13,661.777587890625,0.0,-1.1920928955078125e-07,1e-06,-1.93795126080513
2135,1093120,37,29386,822.76,21340,0.2,45.055387592315675,7.1013346e-09,-8.035139762796461e-06,1768.95,25.309118270874023,0.0,-1.1920928955078125e-07,1e-06,-1.9379442617297173
2136,1093632,37,29400,822.76,21350,0.2,4387.944320678711,0.0,-1.674110535532236e-07,1768.95,2217.0419921875,0.0,0.0,1e-06,-1.937936034798622
2137,1094144,37,29413,827.12,21360,0.2,918.2322868347168,0.0,-5.477829836308956e-06,1777.91,407.3840637207031,0.0,1.1920928955078125e-07,1e-06,-1.9379319101572037
2138,1094656,37,29427,826.3,21370,0.2,3102.777697753906,0.0,-1.1331867426633835e-06,1777.83,1553.043701171875,0.0,0.0,1e-06,-1.9379266947507858
2139,1095168,37,29440,826.3,21380,0.2,5363.969561767578,0.0,-2.47894786298275e-07,1777.83,2502.583984375,0.0,0.0,1e-06,-1.9379264265298843
2140,1095680,37,29454,826.3,21390,0.2,1932.3841125488282,0.0,-6.555463187396527e-07,1777.83,932.855224609375,0.0,0.0,1e-06,-1.9379247710108758
2141,1096192,37,29467,816.02,21400,0.2,1558.5713623046875,0.0,-2.849998418241739e-06,1772.85,831.158447265625,0.0,0.0,1e-06,-1.9379218727350236
2142,1096704,37,29481,809.52,21410,0.2,5973.204473876953,0.0,-7.568858563899994e-07,1765.58,2681.16943359375,0.0,0.0,1e-06,-1.9379187539219855
2143,1097216,37,29494,809.52,21420,0.2,6253.979931640625,0.0,-8.632661774754524e-07,1765.58,2824.48486328125,0.0,0.0,1e-06,-1.9379176452755928
2144,1097728,37,29508,797.46,21430,0.2,472.5788614273071,1.1269003e-07,-2.7372752083465456e-05,1764.11,139.52291870117188,0.0,-1.1920928955078125e-07,1e-06,-1.9379048496484756
2145,1098240,37,29521,797.46,21440,0.2,3131.8954895019533,0.0,6.448442582041025e-06,1764.11,1605.66015625,0.0,0.0,1e-06,-1.9378832072019576
2146,1098752,37,29535,796.79,21450,0.2,2645.487516784668,0.0,-2.45150295086205e-06,1763.6,1053.2923583984375,0.0,1.1920928955078125e-07,1e-06,-1.9378829449415207
2147,1099264,37,29549,796.79,21460,0.2,3055.577526855469,0.0,-1.1344091035425663e-06,1763.6,1754.08544921875,0.0,0.0,1e-06,-1.9378827318549157
2148,1099776,37,29562,808.03,21470,0.2,33.97875597476959,1.7578714e-08,-1.6729295020923017e-05,1772.28,14.946990013122559,0.0,0.0,1e-06,-1.9378691107034682
2149,1100288,37,29576,797.88,21480,0.2,5060.318099975586,0.0,-3.4284661523997783e-06,1763.8,2387.5849609375,0.0,0.0,1e-06,-1.937849687039852
2150,1100800,37,29589,790.85,21490,0.2,3882.5519592285154,0.0,-1.5254190657287836e-06,1754.67,2037.40869140625,0.0,0.0,1e-06,-1.9378467679023743
2151,1101312,37,29603,789.64,21500,0.2,4775.924411010742,0.0,-8.089642506092787e-07,1750.46,1908.9024658203125,0.0,0.0,1e-06,-1.9378448292613029
2152,1101824,37,29617,789.64,21510,0.2,7882.897106933594,0.0,-7.951690349727869e-07,1750.46,4674.798828125,0.0,0.0,1e-06,-1.937843668460846
2153,1102336,37,29630,788.21,21520,0.2,478.3606996536255,2.5494955e-08,-1.574364141561091e-05,1750.52,313.3536071777344,0.0,5.960464477539063e-08,1e-06,-1.9378351658582686
2154,1102848,37,29644,789.19,21530,0.2,7059.447003173828,0.0,-1.2147240340709686e-06,1742.06,3708.156982421875,0.0,0.0,1e-06,-1.937824809551239
2155,1103360,37,29658,789.19,21540,0.2,3661.595083618164,0.0,-7.830385584384203e-07,1742.06,1478.864013671875,0.0,-1.1920928955078125e-07,1e-06,-1.937821564078331
2156,1103872,37,29671,781.54,21550,0.2,1623.6940139770509,0.0,-1.392606645822525e-06,1742.47,358.8237609863281,0.0,0.0,1e-06,-1.9378186360001564
2157,1104384,37,29685,780.7,21560,0.2,2948.355599975586,0.0,-1.8531049136072396e-06,1748.07,1224.7906494140625,0.0,-1.1920928955078125e-07,1e-06,-1.9378157675266265
2158,1104896,37,29699,769.53,21570,0.2,6001.740509033203,0.0,-1.636386150494218e-06,1742.74,3024.640625,0.0,0.0,1e-06,-1.9378133028745652
2159,1105408,37,29712,763.65,21580,0.2,6154.504125976562,0.0,-1.445267116650939e-06,1742.11,2889.9970703125,0.0,-1.1920928955078125e-07,1e-06,-1.9378115013241768
2160,1105920,37,29726,766.87,21590,0.2,4088.5429565429686,0.0,-1.1934665963053702e-06,1745.45,1918.13330078125,0.0,1.1920928955078125e-07,1e-06,-1.937808895111084
2161,1106432,37,29739,766.87,21600,0.2,3030.9800094604493,0.0,-2.0889565348625183e-06,1745.45,1327.235595703125,0.0,5.960464477539063e-08,1e-06,-1.937806148827076
2162,1106944,37,29753,768.75,21610,0.2,283.4042057991028,5.798647e-07,-4.2985621257685124e-05,1744.79,161.12576293945312,0.0,-1.1920928955078125e-07,1e-06,-1.9378091007471085
2163,1107456,37,29767,770.5,21620,0.2,6079.051409912109,0.0,-6.263842806220055e-06,1754.29,3007.8125,0.0,0.0,1e-06,-1.9377939224243164
2164,1107968,37,29780,753.98,21630,0.2,5791.095471191406,0.0,-1.6924284864217043e-06,1743.81,2405.806884765625,0.0,5.960464477539063e-08,1e-06,-1.937793317437172
2165,1108480,37,29794,756.74,21640,0.2,2552.4658737182617,0.0,-1.25181395560503e-06,1736.15,1492.9951171875,0.0,-1.1920928955078125e-07,1e-06,-1.9377916291356088
2166,1108992,37,29807,759.27,21650,0.2,2669.5902908325197,0.0,-3.1175557523965834e-06,1735.48,1482.9749755859375,0.0,0.0,1e-06,-1.9377889782190323
2167,1109504,37,29821,759.29,21660,0.2,4463.336813354492,0.0,-4.3470063246786597e-07,1731.35,1921.4127197265625,0.0,-1.1920928955078125e-07,1e-06,-1.9377859294414521
2168,1110016,37,29835,745.56,21670,0.2,2423.8044006347654,0.0,-1.2844684533774853e-06,1723.27,1362.7529296875,0.0,-1.1920928955078125e-07,1e-06,-1.9377857938408851
2169,1110528,37,29848,729.68,21680,0.2,7140.621447753906,0.0,-3.4546246752142906e-08,1720.81,3843.12451171875,0.0,0.0,1e-06,-1.9377861395478249
2170,1111040,37,29862,732.15,21690,0.2,3912.5576232910157,0.0,-3.8036378100514414e-07,1717.2,1780.024658203125,0.0,0.0,1e-06,-1.9377855882048607
2171,1111552,37,29875,732.71,21700,0.2,3820.7578048706055,0.0,-3.6185490898787974e-06,1719.95,2215.259765625,0.0,0.0,1e-06,-1.9377835363149643
2172,1112064,37,29889,732.71,21710,0.2,3241.4745513916014,0.0,-3.1623058021068574e-07,1719.95,1949.9698486328125,0.0,0.0,1e-06,-1.9377813085913658
2173,1112576,37,29906,732.71,21720,0.2,1847.518505859375,0.0,-1.076050102710724e-06,1719.95,960.66552734375,0.0,-1.1920928955078125e-07,1e-06,-1.9377811312675477
2174,1113088,37,29922,732.71,21730,0.2,42.386657047271726,1.5366822e-08,-1.858029281720519e-05,1719.95,19.06141471862793,0.0,0.0,1e-06,-1.9377726331353187
2175,1113600,37,29939,735.55,21740,0.2,2241.5029586791993,0.0,-4.606071161106229e-06,1713.38,1594.7998046875,0.0,0.0,1e-06,-1.93775817155838
2176,1114112,37,29956,728.46,21750,0.2,5938.730902099609,0.0,-9.373994544148445e-07,1712.39,2863.0068359375,0.0,-1.1920928955078125e-07,1e-06,-1.937753899395466
2177,1114624,37,29972,726.93,21760,0.2,3277.3161560058593,0.0,-1.322838943451643e-06,1706.54,1295.9805908203125,0.0,1.1920928955078125e-07,1e-06,-1.9377527087926865
2178,1115136,37,29988,719.76,21770,0.2,3274.723031616211,0.0,-2.6784720830619337e-06,1701.28,1705.82177734375,0.0,1.1920928955078125e-07,1e-06,-1.937750194966793
2179,1115648,37,30005,719.76,21780,0.2,6671.87275390625,0.0,-4.2698520701378585e-07,1701.28,3283.37841796875,0.0,-1.1920928955078125e-07,1e-06,-1.9377474322915078
2180,1116160,37,30022,724.38,21790,0.2,2500.201301574707,0.0,-7.851864211261272e-07,1708.3,1391.6048583984375,0.0,-1.1920928955078125e-07,1e-06,-1.9377464413642884
2181,1116672,37,30038,725.93,21800,0.2,3952.956433105469,0.0,-1.4872115571051835e-06,1713.31,2121.29296875,0.0,0.0,1e-06,-1.9377449780702591
2182,1117184,37,30053,723.14,21810,0.2,1753.3677864074707,0.0,-5.356268957257271e-07,1709.44,835.5862426757812,0.0,1.1920928955078125e-07,1e-06,-1.9377421125769616
2183,1117696,37,30067,719.16,21820,0.2,6572.775637817383,0.0,-1.4781020581722259e-06,1703.32,3495.415771484375,0.0,5.960464477539063e-08,1e-06,-1.9377397358417512
2184,1118208,37,30081,719.16,21830,0.2,2951.5278198242186,0.0,-3.2308860681951044e-06,1703.32,1499.699951171875,0.0,0.0,1e-06,-1.9377369105815887
2185,1118720,37,30094,726.22,21840,0.2,138.76047735214235,3.934838e-07,-4.4528237776830795e-05,1700.33,44.264774322509766,0.0,0.0,1e-06,-1.9376925751566887
2186,1119232,37,30108,726.22,21850,0.2,3034.224057006836,0.0,-9.49347740970552e-06,1700.33,1344.1630859375,0.0,0.0,1e-06,-1.9376321405172348
2187,1119744,37,30121,726.22,21860,0.2,2917.5068908691405,0.0,-5.9827114455401896e-06,1700.33,1388.1640625,0.0,0.0,1e-06,-1.9376247569918632
2188,1120256,37,30135,734.73,21870,0.2,35.68737409114838,4.3888576e-08,-2.9573103529401123e-05,1698.67,18.045154571533203,0.0,0.0,1e-06,-1.9376007437705993
2189,1120768,37,30148,738.92,21880,0.2,2377.702185058594,0.0,-2.631224924698472e-06,1705.8,1111.39208984375,0.0,-1.1920928955078125e-07,1e-06,-1.9375749617815017
2190,1121280,37,30162,738.92,21890,0.2,3828.891439819336,0.0,-1.2153759598731995e-06,1705.8,1978.117919921875,0.0,5.960464477539063e-08,1e-06,-1.937577174603939
2191,1121792,37,30176,738.92,21900,0.2,2558.8640853881834,0.0,-1.4140590792521834e-06,1705.8,1186.7884521484375,0.0,-1.1920928955078125e-07,1e-06,-1.9375767275691032
2192,1122304,37,30189,739.58,21910,0.2,35.70477261543274,1.3154931e-08,-7.5891148298978806e-06,1710.27,18.484025955200195,0.0,0.0,1e-06,-1.9375710919499398
2193,1122816,37,30203,739.58,21920,0.2,3733.18762512207,0.0,-3.664119867607951e-06,1710.27,2171.041259765625,0.0,1.1920928955078125e-07,1e-06,-1.9375582575798034
2194,1123328,37,30217,739.58,21930,0.2,1636.3315185546876,0.0,-3.5159289836883543e-06,1710.27,806.1488037109375,0.0,1.1920928955078125e-07,1e-06,-1.937557040154934
2195,1123840,37,30230,749.92,21940,0.2,59.835181045532224,3.678724e-08,-1.8341027316637338e-05,1707.62,28.516416549682617,0.0,0.0,1e-06,-1.9375549599528312
2196,1124352,37,30244,749.92,21950,0.2,792.6717899322509,3.5297126e-07,-5.9688230976462364e-05,1707.62,336.4287109375,0.0,0.0,1e-06,-1.937512768805027
2197,1124864,37,30257,749.92,21960,0.2,1839.7884033203125,0.0,-4.0346640162169933e-07,1707.62,1003.404052734375,0.0,0.0,1e-06,-1.9374833837151528
2198,1125376,37,30271,749.92,21970,0.2,40.360809564590454,3.4458935e-08,-2.1074735559523106e-05,1707.62,20.659442901611328,0.0,-1.1920928955078125e-07,1e-06,-1.9374708160758018
2199,1125888,37,30284,749.92,21980,0.2,297.0321328163147,2.059387e-07,-3.7053372943773864e-05,1707.62,217.2850799560547,0.0,0.0,1e-06,-1.9374262169003487
2200,1126400,37,30298,757.91,21990,0.2,1389.5127655029296,0.0,-1.4716177247464657e-06,1699.25,322.49169921875,0.0,0.0,1e-06,-1.9373975858092307
2201,1126912,37,30315,763.98,22000,0.2,3566.747247314453,0.0,-2.8444919735193254e-07,1711.56,1827.589599609375,0.0,1.7881393432617188e-07,1e-06,-1.9373970448970794
2202,1127424,37,30331,763.98,22010,0.2,4229.618725585938,0.0,-8.257338777184486e-07,1711.56,2583.502685546875,0.0,0.0,1e-06,-1.937396028637886
2203,1127936,37,30348,763.98,22020,0.2,400.10102195739745,3.1548552e-08,-1.3393390690907837e-05,1711.56,166.54393005371094,0.0,-1.1920928955078125e-07,1e-06,-1.937384481728077
2204,1128448,37,30364,764.83,22030,0.2,2892.679624938965,0.0,-8.111586794257164e-07,1707.47,1435.256591796875,0.0,-1.1920928955078125e-07,1e-06,-1.9373683109879494
2205,1128960,37,30381,764.83,22040,0.2,5528.667584228516,0.0,-6.239686626940966e-07,1707.47,3241.9228515625,0.0,0.0,1e-06,-1.9373668625950813
2206,1129472,37,30398,762.8,22050,0.2,974.3613380432129,0.0,-2.9388233087956905e-06,1701.95,417.08612060546875,0.0,0.0,1e-06,-1.9373667135834693
2207,1129984,37,30414,748.7,22060,0.2,4382.418789672852,0.0,-2.1036772523075343e-06,1705.06,2451.72900390625,0.0,0.0,1e-06,-1.9373682364821434
2208,1130496,37,30428,746.09,22070,0.2,6413.837023925781,0.0,-1.7882906831800937e-06,1697.38,2794.677001953125,0.0,0.0,1e-06,-1.937365660071373
2209,1131008,37,30442,746.09,22080,0.2,4933.116662597657,0.0,-1.1722760973498225e-06,1697.38,2025.945556640625,0.0,0.0,1e-06,-1.9373635098338127
2210,1131520,37,30455,734.49,22090,0.2,4465.68835144043,0.0,-1.449295086786151e-06,1688.8,2166.55517578125,0.0,-1.1920928955078125e-07,1e-06,-1.9373611122369767
2211,1132032,37,30469,735.32,22100,0.2,5434.377835083008,0.0,-3.7009012885391714e-07,1691.68,2431.17578125,0.0,-1.1920928955078125e-07,1e-06,-1.9373593270778655
2212,1132544,37,30482,735.32,22110,0.2,6730.766735839844,0.0,-9.192910511046648e-07,1691.68,3083.917724609375,0.0,0.0,1e-06,-1.9373590126633644
2213,1133056,37,30496,735.32,22120,0.2,106.20621218681336,2.0023435e-08,-1.838425887399353e-05,1691.68,54.77885055541992,0.0,0.0,1e-06,-1.937346401810646
2214,1133568,37,30512,744.59,22130,0.2,5151.634710693359,0.0,-3.6971992813050748e-06,1712.25,2315.847900390625,0.0,1.7881393432617188e-07,1e-06,-1.937327142059803
2215,1134080,37,30525,744.59,22140,0.2,7424.976434326172,2.9569492e-08,-1.3607495930045843e-07,1712.25,3137.69873046875,0.0,3.904104232788086e-05,1e-06,-1.9374034985899926
2216,1134592,37,30539,751.46,22150,0.2,2736.7423980712892,0.0,-2.923258580267429e-06,1724.17,1317.8265380859375,0.0,0.0,1e-06,-1.9373238667845727
2217,1135104,37,30552,751.46,22160,0.2,4134.258221435547,0.0,-1.3919605407863856e-06,1724.17,1740.2550048828125,0.0,0.0,1e-06,-1.9373206913471221
2218,1135616,37,30566,751.46,22170,0.2,2130.1062744140627,0.0,-6.0009828303009275e-06,1724.17,1156.032958984375,0.0,0.0,1e-06,-1.9373175621032714
2219,1136128,37,30580,760.96,22180,0.2,336.1169756889343,1.056469e-06,-9.063264005817472e-05,1730.13,219.15533447265625,0.0,0.0,1e-06,-1.9372239395976067
2220,1136640,37,30593,761.31,22190,0.2,5338.794638061523,5.355105e-09,-4.193600034341216e-06,1730.9,2741.42919921875,0.0,0.0,1e-06,-1.9371206760406494
2221,1137152,37,30606,756.52,22200,0.2,4399.503491210938,0.0,-4.684668965637684e-07,1725.7,2032.764404296875,0.0,0.0,1e-06,-1.937118136882782
2222,1137664,37,30620,755.86,22210,0.2,3273.5979248046874,0.0,-5.086971214041114e-07,1719.94,1505.7264404296875,0.0,0.0,1e-06,-1.9371169105172157
2223,1138176,37,30633,755.86,22220,0.2,3852.336294555664,0.0,-5.062087439000607e-07,1719.94,1926.8663330078125,0.0,0.0,1e-06,-1.9371157631278038
2224,1138688,37,30647,752.53,22230,0.2,3381.2815704345703,0.0,-1.4805933460593224e-06,1723.48,1573.353515625,0.0,0.0,1e-06,-1.93711416721344
2225,1139200,37,30660,754.79,22240,0.2,4884.824029541016,0.0,-1.5925266779959203e-06,1725.81,2626.54541015625,0.0,0.0,1e-06,-1.9371125176548958
2226,1139712,37,30674,741.27,22250,0.2,5567.568035888672,0.0,-3.51673224940896e-07,1722.96,2710.0615234375,0.0,0.0,1e-06,-1.9371118664741516
2227,1140224,37,30688,741.27,22260,0.2,6133.951666259765,0.0,-5.061563570052386e-07,1722.96,2906.245361328125,0.0,-1.1920928955078125e-07,1e-06,-1.937110784649849
2228,1140736,37,30701,745.19,22270,0.2,2888.006237792969,0.0,-8.820497896522284e-07,1723.41,1361.5257568359375,0.0,0.0,1e-06,-1.9371099427342415
2229,1141248,37,30715,745.19,22280,0.2,3857.4946105957033,0.0,-1.080532092601061e-06,1723.41,2211.925537109375,0.0,0.0,1e-06,-1.937109212577343
2230,1141760,37,30728,743.2,22290,0.2,1688.082164001465,0.0,-8.41554719954729e-07,1722.52,892.2745361328125,0.0,-1.1920928955078125e-07,1e-06,-1.9371078431606292
2231,1142272,37,30742,743.2,22300,0.2,2909.8594924926756,0.0,-1.9746832549571993e-06,1722.52,1591.0543212890625,0.0,0.0,1e-06,-1.937105305492878
2232,1142784,37,30756,743.2,22310,0.2,297.52253608703614,4.1374005e-07,-4.673032090067864e-05,1722.52,209.05250549316406,0.0,0.0,1e-06,-1.9370676144957542
2233,1143296,37,30769,753.27,22320,0.2,1345.0912349700927,0.0,1.797813456505537e-06,1727.69,689.7489013671875,0.0,-1.1920928955078125e-07,1e-06,-1.9370076850056648
2234,1143808,37,30783,753.27,22330,0.2,4051.3155181884767,0.0,-1.0503921657800674e-06,1727.69,1950.2347412109375,0.0,0.0,1e-06,-1.9370078817009926
2235,1144320,37,30796,753.27,22340,0.2,313.9786680221558,5.088514e-07,-4.201389965601266e-05,1727.69,82.73501586914062,0.0,0.0,1e-06,-1.9369775101542472
2236,1144832,37,30810,762.92,22350,0.2,3475.372927856445,6.7520887e-09,-4.729372449219227e-07,1734.0,893.3017578125,0.0,0.0,1e-06,-1.9369103163480759
2237,1145344,37,30824,762.92,22360,0.2,6021.088793945312,0.0,-2.9731891117990015e-07,1734.0,2869.06103515625,0.0,0.0,1e-06,-1.936907698214054
2238,1145856,37,30837,765.61,22370,0.2,293.84757390022276,2.5623012e-07,-4.878222243860364e-05,1741.94,54.08694839477539,0.0,-1.1920928955078125e-07,1e-06,-1.9368872866034508
2239,1146368,37,30851,753.32,22380,0.2,1972.5786514282227,3.5506673e-08,1.1767703108489514e-05,1740.67,897.942138671875,0.0,0.0,1e-06,-1.9368410006165504
2240,1146880,37,30865,752.79,22390,0.2,4627.155563354492,0.0,-6.964372005313635e-07,1740.55,2134.74462890625,0.0,0.0,1e-06,-1.936837835609913
2241,1147392,37,30878,754.6,22400,0.2,3784.1889373779295,0.0,-8.817063644528389e-07,1743.67,1665.71435546875,0.0,-1.1920928955078125e-07,1e-06,-1.9368364617228508
2242,1147904,37,30892,754.6,22410,0.2,5343.098654174804,0.0,-7.636379450559617e-07,1743.67,3226.691162109375,0.0,5.960464477539063e-08,1e-06,-1.9368352934718132
2243,1148416,37,30906,757.16,22420,0.2,3923.031817626953,0.0,-6.818794645369053e-07,1748.44,1940.002197265625,0.0,0.0,1e-06,-1.9368341267108917
2244,1148928,37,30919,757.16,22430,0.2,3944.296273803711,0.0,-1.069187419489026e-06,1748.44,1880.6683349609375,0.0,0.0,1e-06,-1.9368329912424087
2245,1149440,37,30933,755.26,22440,0.2,3914.997283935547,0.0,-6.517686415463686e-07,1749.59,1904.119873046875,0.0,0.0,1e-06,-1.9368309497833252
2246,1149952,37,30947,755.26,22450,0.2,8154.764099121094,0.0,-9.64233186095953e-07,1749.59,3589.03125,0.0,0.0,1e-06,-1.9368294522166252
2247,1150464,37,30960,752.53,22460,0.2,2035.6886978149414,0.0,-5.387002602219581e-07,1743.4,963.3603515625,0.0,0.0,1e-06,-1.9368277415633202
2248,1150976,37,30974,747.65,22470,0.2,2189.0304893493653,0.0,-3.0659022741019727e-06,1742.16,1147.269287109375,0.0,-1.1920928955078125e-07,1e-06,-1.9368240505456924
2249,1151488,37,30987,747.65,22480,0.2,4699.797259521484,0.0,-6.207614205777645e-07,1742.16,2471.758056640625,0.0,0.0,1e-06,-1.93682059943676
2250,1152000,37,31001,754.09,22490,0.2,1422.1470832824707,0.0,-2.478912938386202e-06,1752.36,564.3692016601562,0.0,0.0,1e-06,-1.9368203446269034
2251,1152512,37,31014,754.88,22500,0.2,4332.47666015625,0.0,-5.031819455325604e-07,1751.37,1900.1302490234375,0.0,1.1920928955078125e-07,1e-06,-1.9368207946419715
2252,1153024,37,31028,757.84,22510,0.2,6666.351916503906,0.0,-5.186884663999081e-08,1756.6,3082.644775390625,0.0,0.0,1e-06,-1.9368207409977913
2253,1153536,37,31042,758.54,22520,0.2,2675.4066665649416,0.0,-6.159534677863121e-07,1757.88,1454.949462890625,0.0,5.960464477539063e-08,1e-06,-1.9368207290768624
2254,1154048,37,31055,758.54,22530,0.2,5610.726666259766,0.0,-1.166283618658781e-06,1757.88,2326.99365234375,0.0,0.0,1e-06,-1.9368201658129691
2255,1154560,37,31069,765.4,22540,0.2,2584.7965087890625,0.0,-1.7968937754631043e-06,1774.25,1790.3125,0.0,-1.1920928955078125e-07,1e-06,-1.9368188843131064
2256,1155072,37,31082,766.21,22550,0.2,6243.604296875,0.0,-2.7602072805166245e-07,1783.95,3186.78125,0.0,5.960464477539063e-08,1e-06,-1.9368174463510512
2257,1155584,37,31096,766.21,22560,0.2,6955.030407714844,0.0,-2.6340712793171407e-07,1783.95,3265.42626953125,0.0,0.0,1e-06,-1.9368168085813522
2258,1156096,37,31109,770.16,22570,0.2,4568.134637451172,0.0,-2.2702792193740605e-06,1798.44,1879.8292236328125,0.0,-1.1920928955078125e-07,1e-06,-1.9368147060275078
2259,1156608,37,31123,753.58,22580,0.2,6673.358453369141,0.0,-1.462240470573306e-06,1801.36,3128.671875,0.0,0.0,1e-06,-1.936810889840126
