time/iterations,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,train/n_updates,train/clip_range,train/value_loss,train/approx_kl,train/policy_gradient_loss,rollout/ep_rew_mean,train/loss,train/clip_fraction,train/explained_variance,train/learning_rate,train/entropy_loss
878,449536,37,12074,981.93,8770,0.2,3592.322186279297,1.9557774e-08,-3.5611039493232967e-06,1682.8,1786.4388427734375,0.0,0.0,1e-06,-1.944278171658516
879,450048,37,12087,981.93,8780,0.2,3369.7838623046873,0.0,-2.864748239517212e-07,1682.8,2016.8150634765625,0.0,-1.1920928955078125e-07,1e-06,-1.9442769065499306
880,450560,37,12101,980.86,8790,0.2,267.9283745765686,2.4074689e-07,-6.847183685749769e-05,1686.24,90.16571807861328,0.0,0.0,1e-06,-1.9442619547247886
881,451072,37,12114,980.86,8800,0.2,5942.811352539063,0.0,-1.0028656106442212e-06,1686.24,2665.5224609375,0.0,0.0,1e-06,-1.9442432537674903
882,451584,37,12128,973.92,8810,0.2,3324.7148315429686,0.0,-6.795977242290973e-07,1685.43,1215.1612548828125,0.0,0.0,1e-06,-1.9442425236105918
883,452096,37,12141,969.86,8820,0.2,4979.42102355957,0.0,-5.443580448627472e-07,1677.58,2508.002685546875,0.0,-1.1920928955078125e-07,1e-06,-1.944242312014103
884,452608,37,12154,963.74,8830,0.2,4941.695712280273,0.0,-2.968969056382775e-07,1676.32,2455.18505859375,0.0,-1.1920928955078125e-07,1e-06,-1.9442421048879623
885,453120,37,12168,963.74,8840,0.2,6064.38046875,0.0,-6.219372153282165e-07,1676.32,3504.8076171875,0.0,1.7881393432617188e-07,1e-06,-1.9442416578531265
886,453632,37,12181,963.74,8850,0.2,25.693040871620177,8.1490725e-09,-1.2308757868595422e-05,1676.32,11.232077598571777,0.0,0.0,1e-06,-1.9442383840680122
887,454144,37,12195,963.74,8860,0.2,31.484856033325194,6.7520887e-09,-1.4852621825411916e-05,1676.32,17.74905776977539,0.0,0.0,1e-06,-1.9442303761839868
888,454656,37,12208,975.38,8870,0.2,30.994246983528136,8.8475645e-09,-9.0691726654768e-06,1667.81,15.871344566345215,0.0,0.0,1e-06,-1.9442220047116279
889,455168,37,12221,975.38,8880,0.2,2102.070166015625,0.0,-1.171202166005969e-06,1667.81,1171.8360595703125,0.0,0.0,1e-06,-1.9442173346877099
890,455680,37,12235,979.56,8890,0.2,24.149489998817444,6.868504e-09,-6.653007585555315e-06,1667.36,11.984322547912598,0.0,0.0,1e-06,-1.9442146360874175
891,456192,37,12248,979.56,8900,0.2,6930.066918945313,0.0,-1.6545585822314023e-06,1667.36,2910.21728515625,0.0,0.0,1e-06,-1.9442105531692504
892,456704,37,12262,977.56,8910,0.2,2196.239012145996,0.0,-7.219845429062844e-07,1670.28,1283.359130859375,0.0,1.1920928955078125e-07,1e-06,-1.9442100375890732
893,457216,37,12275,977.56,8920,0.2,1739.8151092529297,0.0,-1.1041178368031978e-06,1670.28,1071.6195068359375,0.0,1.1920928955078125e-07,1e-06,-1.9442096188664437
894,457728,37,12288,977.56,8930,0.2,302.6593128204346,3.6193524e-07,-6.043693283572793e-05,1670.28,153.34619140625,0.0,0.0,1e-06,-1.9441858485341073
895,458240,37,12302,990.12,8940,0.2,2423.4541915893556,0.0,-1.3920303899794818e-06,1683.88,1557.3348388671875,0.0,0.0,1e-06,-1.9441681146621703
896,458752,37,12315,985.27,8950,0.2,6522.649127197265,0.0,-1.5465193428099156e-07,1683.19,3702.439208984375,0.0,0.0,1e-06,-1.9441679507493972
897,459264,37,12329,985.27,8960,0.2,1910.6638061523438,0.0,-7.522176019847393e-07,1683.19,1082.0921630859375,0.0,0.0,1e-06,-1.9441674530506134
898,459776,37,12342,960.73,8970,0.2,1880.7942184448243,0.0,-1.946091651916504e-06,1678.09,1151.240234375,0.0,-1.1920928955078125e-07,1e-06,-1.9441663786768912
899,460288,37,12355,960.73,8980,0.2,8396.080560302735,0.0,-2.036744263023138e-07,1678.09,3558.687744140625,0.0,0.0,1e-06,-1.9441653907299041
900,460800,37,12369,963.22,8990,0.2,1592.7828285217286,0.0,-1.0190997272729874e-06,1675.04,598.69384765625,0.0,0.0,1e-06,-1.944165375828743
901,461312,37,12382,958.21,9000,0.2,6743.72880859375,0.0,-8.18050466477871e-08,1680.68,3066.430419921875,0.0,0.0,1e-06,-1.944165413081646
902,461824,37,12396,955.98,9010,0.2,1173.9047317504883,0.0,-4.2870407924056055e-06,1674.1,574.9901123046875,0.0,0.0,1e-06,-1.944164802134037
903,462336,37,12409,929.89,9020,0.2,4648.023861694336,0.0,-1.1100200936198235e-06,1653.52,2250.47412109375,0.0,0.0,1e-06,-1.9441636562347413
904,462848,37,12423,929.89,9030,0.2,5368.616525268555,0.0,-9.37440199777484e-07,1653.52,3526.663330078125,0.0,0.0,1e-06,-1.9441629841923713
905,463360,37,12436,929.89,9040,0.2,39.399867749214174,2.5727786e-08,-2.492329804226756e-05,1653.52,18.611675262451172,0.0,0.0,1e-06,-1.9441564351320266
906,463872,37,12449,922.46,9050,0.2,1678.3958885192872,0.0,-4.201161209493875e-06,1640.33,865.7255249023438,0.0,0.0,1e-06,-1.9441462188959122
907,464384,37,12463,922.46,9060,0.2,2303.9545333862307,0.0,-6.437650881707668e-07,1640.33,1376.432373046875,0.0,1.1920928955078125e-07,1e-06,-1.9441450968384744
908,464896,37,12477,922.46,9070,0.2,3104.7774444580077,0.0,-5.72454882785678e-07,1640.33,1551.400390625,0.0,0.0,1e-06,-1.9441448852419854
909,465408,37,12491,922.46,9080,0.2,275.766339969635,2.1432061e-07,-3.3284357050433756e-05,1640.33,270.2898864746094,0.0,0.0,1e-06,-1.9441418930888177
910,465920,37,12506,922.46,9090,0.2,21.918213081359863,2.561137e-08,-2.0864797988906503e-05,1640.33,10.701775550842285,0.0,0.0,1e-06,-1.9441342622041702
911,466432,37,12523,925.45,9100,0.2,21.786298513412476,6.6356733e-09,-8.299772161990404e-06,1641.34,11.211470603942871,0.0,1.1920928955078125e-07,1e-06,-1.9441270262002945
912,466944,37,12536,908.29,9110,0.2,2633.839894104004,0.0,-2.217135624960065e-06,1651.28,1110.664794921875,0.0,0.0,1e-06,-1.9441229492425918
913,467456,37,12550,891.65,9120,0.2,6654.975988769531,0.0,-2.5682966224849225e-07,1639.28,3260.666259765625,0.0,-1.1920928955078125e-07,1e-06,-1.9441223546862603
914,467968,37,12564,891.65,9130,0.2,3817.8668579101563,0.0,-1.239241100847721e-06,1639.28,2126.954345703125,0.0,0.0,1e-06,-1.9441219359636306
915,468480,37,12577,891.65,9140,0.2,24.356126928329466,6.6356733e-09,-1.0458510951139033e-05,1639.28,12.120016098022461,0.0,0.0,1e-06,-1.9441178724169732
916,468992,37,12591,891.65,9150,0.2,38.69341838359833,7.566996e-09,-1.4750461559742689e-05,1639.28,16.59227180480957,0.0,0.0,1e-06,-1.9441101223230361
917,469504,37,12604,891.65,9160,0.2,2997.404504394531,0.0,-2.1863379515707492e-07,1639.28,1420.175537109375,0.0,1.1920928955078125e-07,1e-06,-1.9441058352589606
918,470016,37,12617,913.64,9170,0.2,350.25818357467654,2.7089845e-07,-2.5768249179236592e-05,1642.34,110.41891479492188,0.0,0.0,1e-06,-1.9440906047821045
919,470528,37,12631,913.64,9180,0.2,3635.5382415771483,8.265488e-09,-8.050922770053148e-06,1642.34,1206.2613525390625,0.0,0.0,1e-06,-1.9440592259168625
920,471040,37,12644,917.49,9190,0.2,2028.7635940551759,0.0,-8.528761100023984e-07,1650.3,988.7763671875,0.0,-1.1920928955078125e-07,1e-06,-1.9440577998757362
921,471552,37,12658,917.49,9200,0.2,2390.9548477172852,0.0,-1.2433098163455726e-06,1650.3,1326.53515625,0.0,0.0,1e-06,-1.944057123363018
922,472064,37,12672,910.35,9210,0.2,3605.67880859375,0.0,-4.115107003599405e-07,1657.25,2047.876953125,0.0,0.0,1e-06,-1.9440565615892411
923,472576,37,12686,910.35,9220,0.2,5422.181304931641,0.0,-3.682798705995083e-07,1657.25,3183.566162109375,0.0,0.0,1e-06,-1.9440562903881073
924,473088,37,12699,916.87,9230,0.2,25.50493655204773,8.1490725e-09,-1.1614797404035927e-05,1652.39,12.780076026916504,0.0,0.0,1e-06,-1.9440518990159035
925,473600,37,12713,916.87,9240,0.2,1948.8214553833009,0.0,-9.590585250407457e-07,1652.39,768.3999633789062,0.0,0.0,1e-06,-1.944045116007328
926,474112,37,12726,916.87,9250,0.2,2053.171445465088,0.0,-1.3637240044772624e-06,1652.39,815.4993896484375,0.0,0.0,1e-06,-1.9440447434782981
927,474624,37,12740,916.87,9260,0.2,27.734664964675904,8.265488e-09,-1.234103401657194e-05,1652.39,12.277587890625,0.0,0.0,1e-06,-1.9440410703420639
928,475136,37,12754,930.51,9270,0.2,351.381276845932,2.5867485e-07,-4.718342097476125e-05,1658.6,146.03286743164062,0.0,0.0,1e-06,-1.9440224185585975
929,475648,37,12767,897.6,9280,0.2,5517.928741455078,0.0,-4.413191345520318e-06,1632.8,2625.06201171875,0.0,0.0,1e-06,-1.9440108865499497
930,476160,37,12780,898.49,9290,0.2,3994.255969238281,0.0,-1.326447818428278e-06,1629.52,1722.284912109375,0.0,0.0,1e-06,-1.9440099462866782
931,476672,37,12794,893.78,9300,0.2,3473.6403991699217,0.0,-2.126034814864397e-07,1625.2,1927.9638671875,0.0,0.0,1e-06,-1.9440096572041512
932,477184,37,12808,886.22,9310,0.2,4280.2124298095705,0.0,-7.735565304756165e-07,1627.71,2040.5535888671875,0.0,0.0,1e-06,-1.9440093100070954
933,477696,37,12822,884.53,9320,0.2,6706.369573974609,0.0,-4.1692983359098436e-07,1617.62,2797.78466796875,0.0,1.1920928955078125e-07,1e-06,-1.9440088093280792
934,478208,37,12836,863.37,9330,0.2,1564.0549514770507,0.0,-1.96120236068964e-06,1613.03,671.5930786132812,0.0,1.1920928955078125e-07,1e-06,-1.944008393585682
935,478720,37,12849,862.65,9340,0.2,5079.847528076172,0.0,-7.826078217476607e-07,1611.49,2408.694580078125,0.0,-1.1920928955078125e-07,1e-06,-1.9440079092979432
936,479232,37,12862,863.37,9350,0.2,6101.420983886719,0.0,-2.3450120352208613e-07,1614.99,2829.037109375,0.0,0.0,1e-06,-1.9440075293183328
937,479744,37,12876,863.37,9360,0.2,2387.620574951172,0.0,-1.5631492715328932e-06,1614.99,874.3701782226562,0.0,5.960464477539063e-08,1e-06,-1.944006907939911
938,480256,37,12889,863.39,9370,0.2,2765.554318237305,0.0,-2.820402733050287e-06,1612.73,1499.594482421875,0.0,-1.1920928955078125e-07,1e-06,-1.9440058276057244
939,480768,37,12903,863.39,9380,0.2,6981.591534423828,0.0,-8.053088095039129e-07,1612.73,2961.09033203125,0.0,1.1920928955078125e-07,1e-06,-1.9440047472715378
940,481280,37,12916,870.87,9390,0.2,3623.147152709961,0.0,-7.928232662379742e-07,1622.02,1948.19873046875,0.0,0.0,1e-06,-1.9440042555332184
941,481792,37,12930,870.87,9400,0.2,2961.38303527832,0.0,-2.3033586330711842e-06,1622.02,1123.163818359375,0.0,0.0,1e-06,-1.9440033793449403
942,482304,37,12943,875.6,9410,0.2,1906.189468383789,0.0,-9.315088391304017e-07,1628.2,1003.9365234375,0.0,-1.1920928955078125e-07,1e-06,-1.9440020725131035
943,482816,37,12956,861.66,9420,0.2,4837.2636993408205,0.0,-1.1446245480328798e-06,1619.0,2871.41650390625,0.0,0.0,1e-06,-1.944001230597496
944,483328,37,12970,856.1,9430,0.2,6074.411431884766,0.0,-6.270362064242363e-07,1608.27,3294.25146484375,0.0,0.0,1e-06,-1.944000519812107
945,483840,37,12983,855.57,9440,0.2,5495.944683837891,0.0,-9.933515684679151e-07,1602.06,3008.785888671875,0.0,0.0,1e-06,-1.9440001010894776
946,484352,37,12997,838.79,9450,0.2,2110.832867431641,0.0,-2.0556035451591015e-06,1588.79,732.986328125,0.0,0.0,1e-06,-1.9439984902739524
947,484864,37,13010,840.88,9460,0.2,6118.98412475586,0.0,-1.2102012988179921e-06,1601.73,3537.73486328125,0.0,1.1920928955078125e-07,1e-06,-1.9439967676997185
948,485376,37,13024,840.87,9470,0.2,7079.575177001953,0.0,-4.736299160867929e-07,1606.03,2665.4208984375,0.0,-1.1920928955078125e-07,1e-06,-1.9439961820840836
949,485888,37,13038,840.87,9480,0.2,5413.815618896484,0.0,-8.026079740375281e-07,1606.03,2692.774169921875,0.0,1.7881393432617188e-07,1e-06,-1.9439954951405525
950,486400,37,13051,840.87,9490,0.2,575.3108074188233,1.7229468e-08,-6.933562690392136e-06,1606.03,348.01031494140625,0.0,0.0,1e-06,-1.9439948856830598
951,486912,37,13064,840.1,9500,0.2,1067.4779998779297,0.0,-9.086914360523224e-07,1611.79,540.7412109375,0.0,5.960464477539063e-08,1e-06,-1.9439931377768516
952,487424,37,13078,840.1,9510,0.2,3388.130728149414,0.0,-1.2264586985111237e-06,1611.79,2120.89501953125,0.0,0.0,1e-06,-1.9439926624298096
953,487936,37,13091,847.03,9520,0.2,325.3893839359283,1.010485e-07,-7.106078555807471e-06,1620.54,275.66082763671875,0.0,-1.1920928955078125e-07,1e-06,-1.9439831346273422
954,488448,37,13105,818.47,9530,0.2,5296.767687988281,0.0,-1.0968040442094207e-06,1608.83,3032.8984375,0.0,1.1920928955078125e-07,1e-06,-1.943970449268818
955,488960,37,13118,818.47,9540,0.2,5262.568414306641,0.0,-1.4197081327438355e-06,1608.83,2669.5302734375,0.0,-1.1920928955078125e-07,1e-06,-1.9439694628119468
956,489472,37,13131,815.01,9550,0.2,877.158879852295,0.0,-2.2050691768527033e-06,1609.09,414.21771240234375,0.0,0.0,1e-06,-1.9439675733447075
957,489984,37,13145,815.01,9560,0.2,4819.596051025391,0.0,-8.810980943962931e-07,1609.09,2437.638427734375,0.0,0.0,1e-06,-1.9439660668373109
958,490496,37,13158,808.05,9570,0.2,2606.886729431152,0.0,-1.917371992021799e-06,1608.24,1588.447509765625,0.0,1.1920928955078125e-07,1e-06,-1.9439660742878915
959,491008,37,13172,805.32,9580,0.2,3080.818707275391,0.0,-1.7964513972401619e-06,1593.01,1725.690185546875,0.0,0.0,1e-06,-1.943965770304203
960,491520,37,13185,798.54,9590,0.2,2362.378318786621,0.0,-1.3389973901212215e-06,1594.29,1336.2081298828125,0.0,0.0,1e-06,-1.9439645141363144
961,492032,37,13198,798.54,9600,0.2,2757.1019638061525,0.0,-4.100106889382005e-06,1594.29,1305.1346435546875,0.0,0.0,1e-06,-1.9439626425504684
962,492544,37,13212,798.54,9610,0.2,2751.6226699829103,0.0,-1.1101074051111937e-06,1594.29,2048.66064453125,0.0,0.0,1e-06,-1.9439609065651893
963,493056,37,13225,802.44,9620,0.2,4260.393014526368,0.0,-1.8080550944432617e-06,1602.41,1739.77978515625,0.0,0.0,1e-06,-1.9439600974321365
964,493568,37,13239,806.68,9630,0.2,2203.8085876464843,0.0,-1.8215388990938663e-06,1606.3,741.2608642578125,0.0,5.960464477539063e-08,1e-06,-1.9439603209495544
965,494080,37,13252,806.68,9640,0.2,5758.230792236328,0.0,-5.329260602593422e-07,1606.3,2480.06005859375,0.0,5.960464477539063e-08,1e-06,-1.9439616322517395
966,494592,37,13266,806.68,9650,0.2,1415.6367301940918,0.0,-1.8913706298917532e-06,1606.3,771.0608520507812,0.0,0.0,1e-06,-1.9439604729413986
967,495104,37,13279,811.77,9660,0.2,2803.126870727539,0.0,-2.2151798475533724e-06,1613.73,1270.322998046875,0.0,5.960464477539063e-08,1e-06,-1.9439585119485856
968,495616,37,13292,813.65,9670,0.2,4478.052337646484,0.0,-1.1268886737525463e-06,1620.93,1988.2188720703125,0.0,0.0,1e-06,-1.94395714700222
969,496128,37,13306,808.02,9680,0.2,7607.614947509765,0.0,-7.733760867267847e-07,1630.41,3473.222900390625,0.0,1.1920928955078125e-07,1e-06,-1.9439564555883408
970,496640,37,13319,804.85,9690,0.2,3705.2880126953123,0.0,-1.8240651115775109e-06,1636.33,1894.2203369140625,0.0,0.0,1e-06,-1.9439564481377603
971,497152,37,13333,804.85,9700,0.2,5888.148449707031,0.0,-1.2161210179328918e-06,1636.33,3009.525390625,0.0,2.384185791015625e-07,1e-06,-1.943956471979618
972,497664,37,13346,804.85,9710,0.2,1578.9151573181152,0.0,-1.973402686417103e-06,1636.33,878.503662109375,0.0,0.0,1e-06,-1.9439558923244475
973,498176,37,13360,804.85,9720,0.2,2209.8123779296875,0.0,-5.5488781072199345e-06,1636.33,1687.02783203125,0.0,-1.1920928955078125e-07,1e-06,-1.9439541071653366
974,498688,37,13373,804.85,9730,0.2,64.01373138427735,1.1501834e-07,-2.96709913527593e-05,1636.33,23.11250877380371,0.0,0.0,1e-06,-1.943941929936409
975,499200,37,13387,821.74,9740,0.2,314.2934681892395,5.734619e-07,-5.138072883710265e-05,1641.3,16.825448989868164,0.0,-1.1920928955078125e-07,1e-06,-1.9439001023769378
976,499712,37,13400,802.07,9750,0.2,4974.1118835449215,0.0,-6.42257509753108e-07,1645.36,2648.578857421875,0.0,0.0,1e-06,-1.94386585354805
977,500224,37,13414,802.07,9760,0.2,7098.480059814453,0.0,-6.033951649442315e-07,1645.36,3586.87744140625,0.0,1.1920928955078125e-07,1e-06,-1.9438651010394097
978,500736,37,13427,802.07,9770,0.2,1816.9607543945312,0.0,-2.7497764676809313e-06,1645.36,740.023193359375,0.0,-1.1920928955078125e-07,1e-06,-1.943864843249321
979,501248,37,13440,810.31,9780,0.2,1256.424984741211,0.0,-2.706330269575119e-06,1649.78,476.46173095703125,0.0,0.0,1e-06,-1.9438639521598815
980,501760,37,13454,809.24,9790,0.2,3299.234956359863,0.0,-6.281188689172268e-07,1650.74,1799.4910888671875,0.0,0.0,1e-06,-1.9438625693321228
981,502272,37,13467,809.24,9800,0.2,3741.439111328125,0.0,-1.8328428268432618e-07,1650.74,1549.068115234375,0.0,-1.1920928955078125e-07,1e-06,-1.9438624739646913
982,502784,37,13481,809.24,9810,0.2,1798.3022033691407,0.0,-6.871297955513e-07,1650.74,1190.220947265625,0.0,0.0,1e-06,-1.9438619181513785
983,503296,37,13494,809.24,9820,0.2,281.63965368270874,1.549488e-07,-1.8139707390218972e-05,1650.74,252.96176147460938,0.0,0.0,1e-06,-1.943866029381752
984,503808,37,13508,821.62,9830,0.2,38.39876611232758,7.1013346e-09,-5.408909055404365e-06,1651.55,20.19727325439453,0.0,0.0,1e-06,-1.943862433731556
985,504320,37,13521,817.2,9840,0.2,4483.948843383789,0.0,-6.303598638623953e-07,1644.21,2242.520263671875,0.0,0.0,1e-06,-1.9438571974635124
986,504832,37,13535,816.6,9850,0.2,4867.729373168945,0.0,-2.757966285571456e-07,1640.57,2137.949951171875,0.0,0.0,1e-06,-1.9438568562269212
987,505344,37,13548,816.6,9860,0.2,2564.5390762329102,0.0,-1.7635698895901442e-06,1640.57,1528.35205078125,0.0,5.960464477539063e-08,1e-06,-1.9438561841845512
988,505856,37,13561,818.69,9870,0.2,2408.264663696289,0.0,-1.051207073032856e-06,1640.74,1324.8145751953125,0.0,-1.1920928955078125e-07,1e-06,-1.9438552901148796
989,506368,37,13575,818.69,9880,0.2,2006.1259727478027,0.0,-6.233109161257744e-07,1640.74,1069.46142578125,0.0,5.960464477539063e-08,1e-06,-1.9438545033335686
990,506880,37,13588,818.69,9890,0.2,433.1368347167969,9.313226e-10,-4.7547975555062296e-06,1640.74,294.5103454589844,0.0,0.0,1e-06,-1.9438551425933839
991,507392,37,13602,815.58,9900,0.2,22.574032282829286,0.0,-4.06792969442904e-06,1629.65,11.320415496826172,0.0,0.0,1e-06,-1.9438610985875129
992,507904,37,13615,815.58,9910,0.2,3150.4538238525392,0.0,-2.8913316782563923e-06,1629.65,1538.910888671875,0.0,0.0,1e-06,-1.94385886490345
993,508416,37,13629,815.58,9920,0.2,184.60328245162964,2.8964132e-07,-3.5140212276019156e-05,1629.65,136.36468505859375,0.0,5.960464477539063e-08,1e-06,-1.9438469007611274
994,508928,37,13642,815.58,9930,0.2,27.504477286338805,3.6903657e-08,-1.1982338037341833e-05,1629.65,13.22996711730957,0.0,0.0,1e-06,-1.9438339293003082
995,509440,37,13655,830.73,9940,0.2,292.265087556839,8.800998e-08,-2.1977443248033522e-05,1620.11,255.49844360351562,0.0,0.0,1e-06,-1.9438329204916953
996,509952,37,13669,830.73,9950,0.2,2573.287399291992,0.0,1.944799441844225e-06,1620.11,848.7192993164062,0.0,0.0,1e-06,-1.9438423916697503
997,510464,37,13682,830.73,9960,0.2,895.6666418075562,5.005859e-08,-1.4687469229102134e-05,1620.11,570.0845336914062,0.0,0.0,1e-06,-1.9438354909420013
998,510976,37,13696,830.73,9970,0.2,22.44133403301239,6.0535967e-09,-8.83348984643817e-06,1620.11,10.718037605285645,0.0,0.0,1e-06,-1.943822941184044
999,511488,37,13710,841.5,9980,0.2,43.2650988817215,0.0,-2.3778935428708793e-06,1614.09,24.70220947265625,0.0,0.0,1e-06,-1.943817323446274
1000,512000,37,13724,822.28,9990,0.2,5144.088778686523,0.0,-6.697693606838584e-07,1593.46,2905.6064453125,0.0,0.0,1e-06,-1.9438155114650726
1001,512512,37,13737,822.28,10000,0.2,5346.518661499023,0.0,-2.1618325263261794e-08,1593.46,2703.610107421875,0.0,5.960464477539063e-08,1e-06,-1.9438153579831123
1002,513024,37,13750,822.28,10010,0.2,576.4462324142456,0.0,-4.36161644756794e-06,1593.46,272.1123962402344,0.0,0.0,1e-06,-1.94381482899189
1003,513536,37,13764,822.28,10020,0.2,2766.360905456543,0.0,-5.154055543243885e-07,1593.46,1344.6324462890625,0.0,1.1920928955078125e-07,1e-06,-1.943813681602478
1004,514048,37,13779,817.16,10030,0.2,322.52765798568726,2.826564e-07,-4.361263127066195e-05,1597.38,141.3878631591797,0.0,0.0,1e-06,-1.9437940880656241
1005,514560,37,13795,818.37,10040,0.2,2974.118017578125,5.122274e-09,-3.779598046094179e-06,1597.27,1774.679443359375,0.0,0.0,1e-06,-1.943765527009964
1006,515072,37,13811,822.4,10050,0.2,4151.539419555664,0.0,-4.922447260469199e-07,1596.09,1821.49267578125,0.0,0.0,1e-06,-1.943764354288578
1007,515584,37,13828,816.41,10060,0.2,922.107180404663,0.0,-6.010464858263731e-07,1595.12,491.7807922363281,0.0,0.0,1e-06,-1.943763667345047
1008,516096,37,13844,818.93,10070,0.2,5824.663708496094,0.0,-8.2197948358953e-08,1609.35,2953.57568359375,0.0,5.960464477539063e-08,1e-06,-1.9437628239393234
1009,516608,37,13861,818.93,10080,0.2,7638.422912597656,0.0,-4.643225111067295e-07,1609.35,3041.82080078125,0.0,-1.1920928955078125e-07,1e-06,-1.9437627717852592
1010,517120,37,13877,808.15,10090,0.2,4039.979595947266,0.0,-2.2186432033777236e-07,1609.49,1565.687744140625,0.0,0.0,1e-06,-1.943762721121311
1011,517632,37,13891,808.15,10100,0.2,2165.820171356201,0.0,-2.000009408220649e-06,1609.49,1194.1124267578125,0.0,0.0,1e-06,-1.9437618389725686
1012,518144,37,13904,816.16,10110,0.2,2906.3228515625,0.0,-2.455114736221731e-06,1618.49,1188.3338623046875,0.0,-1.1920928955078125e-07,1e-06,-1.9437601208686828
1013,518656,37,13918,811.3,10120,0.2,6001.392333984375,0.0,-3.9384467527270316e-07,1616.18,3320.376953125,0.0,0.0,1e-06,-1.9437594696879388
1014,519168,37,13931,811.3,10130,0.2,1759.3650482177734,0.0,-2.659478923305869e-06,1616.18,657.0005493164062,0.0,0.0,1e-06,-1.9437589213252067
1015,519680,37,13944,812.05,10140,0.2,1089.1266510009766,0.0,-1.220637932419777e-06,1614.37,578.984130859375,0.0,-1.1920928955078125e-07,1e-06,-1.9437587827444076
1016,520192,37,13958,803.38,10150,0.2,3155.241485595703,0.0,-3.2596872188150885e-07,1613.03,1250.46142578125,0.0,0.0,1e-06,-1.9437585026025772
1017,520704,37,13971,803.38,10160,0.2,6002.341888427734,0.0,-5.434238119050861e-07,1613.03,2976.64501953125,0.0,0.0,1e-06,-1.9437580123543738
1018,521216,37,13985,803.38,10170,0.2,734.5645729064942,0.0,-5.631218664348126e-06,1613.03,361.2049560546875,0.0,0.0,1e-06,-1.943756364285946
1019,521728,37,13998,813.14,10180,0.2,33.39174602031708,6.2864274e-09,-1.0367349022999407e-05,1611.59,23.980531692504883,0.0,0.0,1e-06,-1.9437499776482583
1020,522240,37,14012,817.45,10190,0.2,1835.549659729004,0.0,-2.750696148723364e-06,1618.59,959.3649291992188,0.0,-1.1920928955078125e-07,1e-06,-1.9437441259622574
1021,522752,37,14025,817.45,10200,0.2,2406.844413757324,0.0,-5.095906089991332e-07,1618.59,1498.607421875,0.0,0.0,1e-06,-1.9437433034181595
1022,523264,37,14038,808.95,10210,0.2,4715.89937133789,0.0,-1.1594209354370833e-06,1623.59,1984.5167236328125,0.0,5.960464477539063e-08,1e-06,-1.943742887675762
1023,523776,37,14052,808.95,10220,0.2,4912.859896850586,0.0,-1.311907544732094e-06,1623.59,2946.078125,0.0,5.960464477539063e-08,1e-06,-1.943742348253727
1024,524288,37,14065,807.44,10230,0.2,1746.7319931030274,0.0,-4.450627602636814e-06,1620.29,663.510986328125,0.0,0.0,1e-06,-1.9437403291463853
1025,524800,37,14079,796.02,10240,0.2,1791.0930335998535,0.0,-1.9621104001998903e-06,1622.94,1266.9716796875,0.0,-1.1920928955078125e-07,1e-06,-1.9437379330396651
1026,525312,37,14092,796.02,10250,0.2,2012.5067779541016,0.0,-1.435447484254837e-06,1622.94,1017.4306640625,0.0,0.0,1e-06,-1.943737341463566
1027,525824,37,14106,796.02,10260,0.2,5213.273681640625,0.0,-1.8338672816753387e-06,1622.94,2792.3193359375,0.0,-2.384185791015625e-07,1e-06,-1.9437362760305406
1028,526336,37,14119,803.39,10270,0.2,65.3885950088501,3.562309e-08,-2.116030955221504e-05,1617.31,35.48217010498047,0.0,0.0,1e-06,-1.9437293350696563
1029,526848,37,14135,803.39,10280,0.2,1582.2264358520508,0.0,-1.7604674212634563e-06,1617.31,1061.601318359375,0.0,0.0,1e-06,-1.9437195092439652
1030,527360,37,14152,811.19,10290,0.2,440.7647871017456,1.1059456e-08,-5.807384150102735e-06,1614.44,323.7744140625,0.0,5.960464477539063e-08,1e-06,-1.943714901804924
1031,527872,37,14168,811.19,10300,0.2,1885.1504524230957,0.0,-1.0585179552435875e-06,1614.44,1525.15185546875,0.0,5.960464477539063e-08,1e-06,-1.943708035349846
1032,528384,37,14185,811.19,10310,0.2,1547.6312622070313,0.0,-5.1164417527616026e-06,1614.44,1029.9305419921875,0.0,1.7881393432617188e-07,1e-06,-1.9437056571245193
1033,528896,37,14198,821.66,10320,0.2,1423.714976501465,0.0,-5.376315675675869e-06,1621.06,542.4857177734375,0.0,0.0,1e-06,-1.9437018468976022
1034,529408,37,14212,821.66,10330,0.2,5393.173205566406,0.0,-1.661013811826706e-06,1621.06,2975.489990234375,0.0,5.960464477539063e-08,1e-06,-1.9437002643942833
1035,529920,37,14225,821.66,10340,0.2,465.82920875549314,2.1304004e-08,-1.2915959814563394e-05,1621.06,211.08990478515625,0.0,0.0,1e-06,-1.9436970353126526
1036,530432,37,14238,821.66,10350,0.2,2315.4026626586915,0.0,-1.447030808776617e-06,1621.06,1354.6790771484375,0.0,0.0,1e-06,-1.9436928823590278
1037,530944,37,14252,831.84,10360,0.2,3687.8166564941407,0.0,-3.402878064662218e-06,1635.08,1169.3773193359375,0.0,0.0,1e-06,-1.9436899304389954
1038,531456,37,14265,831.84,10370,0.2,2294.168841552734,0.0,-8.588825585320592e-06,1635.08,878.1947021484375,0.0,0.0,1e-06,-1.9436865091323852
1039,531968,37,14279,841.62,10380,0.2,28.424419474601745,1.86963e-07,-6.856735271867364e-05,1635.57,15.340933799743652,0.0,0.0,1e-06,-1.9436691761016847
